Wholesaler States,Wholesalers,Wholesaler ID,PDCNs,PDCN Code,Current On Hand in Units,Daily Rate of Sales,Days on Hand
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,65,2.654167,24.489796
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,42,0.216667,193.846154
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,36,3.483333,10.334928
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,13,0.133333,97.5
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,12,0.05,240
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,9,0.033333,270
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,5,0.15,33.333333
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW BURST SERIES 5 % 1/6 BARREL SV,10JW97X,4,0.066667,60
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,2,0.05,40
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,2,0.066667,30
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,2,0.016667,120
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW FREAK OF NAT 9% 24/12 NRLN 6/4 EM,105I64S,1,0.033333,30
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.0625,0
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,-1,0.216667,-4.615385
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,110,3.283333,33.502538
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,70,2.116667,33.070866
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,66,1.616667,40.824742
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,26,0.1,260
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,26,0.116667,222.857143
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,19,0.483333,39.310345
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,8,0.166667,48
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,0.05,0
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,0.35,0
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.233333,0
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21075,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.116667,0
GA,"A B BEVERAGE CO INC, GA",91006,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,43,0.466667,92.142857
GA,"A B BEVERAGE CO INC, GA",91006,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,41,0.816667,50.204082
GA,"A B BEVERAGE CO INC, GA",91006,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,37,1.566667,23.617021
GA,"A B BEVERAGE CO INC, GA",91006,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,24,0.383333,62.608696
GA,"A B BEVERAGE CO INC, GA",91006,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,15,0.633333,23.684211
GA,"A B BEVERAGE CO INC, GA",91006,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,13,0.433333,30
GA,"A B BEVERAGE CO INC, GA",91006,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,7,0.05,140
GA,"A B BEVERAGE CO INC, GA",91006,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,3,0.033333,90
GA,"A B BEVERAGE CO INC, GA",91006,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,2,0.1,20
GA,"A B BEVERAGE CO INC, GA",91006,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,2,0,120
GA,"A B BEVERAGE CO INC, GA",91006,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,1,0,60
GA,"A B BEVERAGE CO INC, GA",91006,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,0,-0.416667,0
GA,"A B BEVERAGE CO INC, GA",91006,WW FREAK OF NAT 9% 1/2 BARREL SV,105I940,0,0.05,0
GA,"ATLANTA BEVERAGE CO, GA",81004,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,31,3.683333,8.41629
GA,"ATLANTA BEVERAGE CO, GA",81004,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,17,1.133333,15
GA,"ATLANTA BEVERAGE CO, GA",81004,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,14,0,840
GA,"ATLANTA BEVERAGE CO, GA",81004,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,14,2.366667,5.915493
GA,"ATLANTA BEVERAGE CO, GA",81004,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,10,1.466667,6.818182
GA,"ATLANTA BEVERAGE CO, GA",81004,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,9,0.016667,540
GA,"ATLANTA BEVERAGE CO, GA",81004,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,6,0,360
GA,"ATLANTA BEVERAGE CO, GA",81004,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,6,0.016667,360
GA,"ATLANTA BEVERAGE CO, GA",81004,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,5,1,5
GA,"ATLANTA BEVERAGE CO, GA",81004,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,5,0.266667,18.75
GA,"ATLANTA BEVERAGE CO, GA",81004,WW FREAK OF NAT 9% 1/2 BARREL SV,105I940,2,0,120
GA,"ATLANTA BEVERAGE CO, GA",81004,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,2,-0.016667,-120
GA,"ATLANTA BEVERAGE CO, GA",81004,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,2,2,1
GA,"ATLANTA BEVERAGE CO, GA",81004,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,2,0.583333,3.428571
GA,"ATLANTA BEVERAGE CO, GA",81004,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,1,0.466667,2.142857
GA,"ATLANTA BEVERAGE CO, GA",81004,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,1,-0.016667,-60
GA,"ATLANTA BEVERAGE CO, GA",81004,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.6,0
GA,"ATLANTA BEVERAGE CO, GA",81004,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.05,0
GA,"ALBANY BEVERAGE CO, GA",61003,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,23,0.2,115
GA,"ALBANY BEVERAGE CO, GA",61003,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,18,0.183333,98.181818
GA,"ALBANY BEVERAGE CO, GA",61003,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,14,0.116667,120
GA,"ALBANY BEVERAGE CO, GA",61003,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,13,0.183333,70.909091
GA,"ALBANY BEVERAGE CO, GA",61003,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,12,0.116667,102.857143
GA,"ALBANY BEVERAGE CO, GA",61003,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,2,0.083333,24
GA,"ALBANY BEVERAGE CO, GA",61003,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,1,0,60
GA,"ALBANY BEVERAGE CO, GA",61003,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,-1,0.016667,-60
GA,"ALBANY BEVERAGE CO, GA",61003,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,-1,0,-60
GA,"LEON FARMER & COMPANY, GA",71008,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,31,2.05,15.121951
GA,"LEON FARMER & COMPANY, GA",71008,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,20,0.833333,24
GA,"LEON FARMER & COMPANY, GA",71008,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,9,0.6,15
GA,"LEON FARMER & COMPANY, GA",71008,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,7,0,420
GA,"LEON FARMER & COMPANY, GA",71008,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,2,1.016667,1.967213
GA,"LEON FARMER & COMPANY, GA",71008,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,2,0.533333,3.75
GA,"LEON FARMER & COMPANY, GA",71008,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,1,0.533333,1.875
GA,"LEON FARMER & COMPANY, GA",71008,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.1,0
GA,"LEON FARMER & COMPANY, GA",71008,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,0.116667,0
GA,"LEON FARMER & COMPANY, GA",71027,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,42,3.15,13.333333
GA,"LEON FARMER & COMPANY, GA",71027,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,9,0.95,9.473684
GA,"LEON FARMER & COMPANY, GA",71027,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,6,0.866667,6.923077
GA,"LEON FARMER & COMPANY, GA",71027,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,6,0.85,7.058824
GA,"LEON FARMER & COMPANY, GA",71027,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,5,1.05,4.761905
GA,"LEON FARMER & COMPANY, GA",71027,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,1,-0.016667,-60
GA,"LEON FARMER & COMPANY, GA",71027,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,1,0,60
GA,"LEON FARMER & COMPANY, GA",71027,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,1,1.033333,0.967742
GA,"LEON FARMER & COMPANY, GA",71027,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.133333,0
GA,"LEON FARMER & COMPANY, GA",71027,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,1.366667,0
GA,"LEON FARMER & COMPANY, GA",71027,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.283333,0
GA,"LEON FARMER & COMPANY, GA",71027,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,0,0.05,0
GA,"LAGRANGE GROCERY CO, GA",81049,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,63,3.75,16.8
GA,"LAGRANGE GROCERY CO, GA",81049,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,5,0.083333,60
GA,"LAGRANGE GROCERY CO, GA",81049,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,2,0.166667,12
GA,"LAGRANGE GROCERY CO, GA",81049,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,1,0.3,3.333333
GA,"LAGRANGE GROCERY CO, GA",81049,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,0.116667,0
GA,"LAGRANGE GROCERY CO, GA",81049,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,0.266667,0
GA,"LAGRANGE GROCERY CO, GA",81049,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,0,0.716667,0
GA,"LAGRANGE GROCERY CO, GA",81049,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.15,0
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,23,2.016667,11.404959
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,8,0.066667,120
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,6,0.816667,7.346939
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,6,0.883333,6.792453
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,6,0.016667,360
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,4,0.166667,24
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,4,1.183333,3.380282
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,2,0.1,20
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,2,0.633333,3.157895
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,2,0.366667,5.454545
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,1,0.05,20
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,1,0.016667,60
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,1.05,0
GA,"ATLANTA BEVERAGE CO-GRIFFIN, GA",91029,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.516667,0
GA,"SOUTHERN CROWN PARTNERS LLC, GA",91094,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,35,1.066667,32.8125
GA,"SOUTHERN CROWN PARTNERS LLC, GA",91094,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,16,0.433333,36.923077
GA,"SOUTHERN CROWN PARTNERS LLC, GA",91094,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,9,0.516667,17.419355
GA,"SOUTHERN CROWN PARTNERS LLC, GA",91094,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.1,0
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21052,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,7,0.233333,30
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21052,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,5,0.133333,37.5
GA,"SOUTHERN CROWN PARTNERS LLC, GA",21052,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,4,0.2,20
GA,"JOHNSON DISTRIBUTING CO, GA",31090,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,8,0.316667,25.263158
GA,"JOHNSON DISTRIBUTING CO, GA",31090,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,3,0.2,15
GA,"JOHNSON DISTRIBUTING CO, GA",31090,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,2,0,120
GA,"JOHNSON DISTRIBUTING CO, GA",31090,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,0,0.2,0
GA,"JOHNSON DISTRIBUTING CO, GA",31090,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,-1,0.183333,-5.454545
GA,"SOUTHERN CROWN PARTNERS LLC, GA",61025,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,4,0,240
GA,"B & B BEVERAGE CO, GA","=""01015""",WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.216667,0
GA,"B & B BEVERAGE CO, GA","=""01015""",WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.333333,0
GA,"B & B BEVERAGE CO, GA","=""01015""",WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,0,0.35,0
TN,"AJAX TURNER CO INC, TN","=""04163""",WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,202,14.133333,14.292453
TN,"AJAX TURNER CO INC, TN","=""04163""",WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,112,6.75,16.592593
TN,"AJAX TURNER CO INC, TN","=""04163""",WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,62,12.966667,4.781491
TN,"AJAX TURNER CO INC, TN","=""04163""",WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,54,4.433333,12.180451
TN,"AJAX TURNER CO INC, TN","=""04163""",WW SMASHVILLE 6 % 24/12 AL CAN 4/6 TRAY,108G4S6,52,4.85,10.721649
TN,"AJAX TURNER CO INC, TN","=""04163""",WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,34,2.05,16.585366
TN,"AJAX TURNER CO INC, TN","=""04163""",WW SMASHVILLE 6 % 1/6 BARREL SV,108G970,23,0.15,153.333333
TN,"AJAX TURNER CO INC, TN","=""04163""",WW SMASHVILLE 6 % 24/16 AL CAN,108G16S,18,0.333333,54
TN,"AJAX TURNER CO INC, TN","=""04163""",WW PERNICIOUS 8 % 24/16 AL CAN,101616S,7,0.633333,11.052632
TN,"AJAX TURNER CO INC, TN","=""04163""",WW SMASHVILLE 6 % 1/2 BARREL SV,108G940,6,0.15,40
TN,"AJAX TURNER CO INC, TN","=""04163""",WW APP SESSION 5 % 1/6 BARREL SV,10EM970,6,0.216667,27.692308
TN,"AJAX TURNER CO INC, TN","=""04163""",WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,3,0.15,20
TN,"AJAX TURNER CO INC, TN","=""04163""",WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,2,0.116667,17.142857
TN,"AJAX TURNER CO INC, TN","=""04163""",WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,2,0.05,40
TN,"AJAX TURNER CO INC, TN","=""04163""",WW LIEUT DANK 7 % 1/2 BARREL SV,1059940,1,0,60
TN,"AJAX TURNER CO INC, TN","=""04163""",WW BURST SERIES 5 % 1/6 BARREL SV,10JW97X,0,0.2,0
TN,"AJAX TURNER CO INC, TN","=""04163""",WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.1,0
TN,"AJAX TURNER CO INC, TN","=""04163""",WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,0,0.116667,0
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,172,11.533333,14.913295
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,88,3.533333,24.90566
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,65,5.083333,12.786885
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW SMASHVILLE 6 % 24/12 AL CAN 4/6 TRAY,108G4S6,61,1.85,32.972973
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,21,2.766667,7.590361
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW BURST SERIES 5 % 1/6 BARREL SV,10JW97X,20,0.116667,171.428571
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,13,0.116667,111.428571
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,2,0,120
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,2,3.466667,0.576923
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,1,1.683333,0.594059
TN,"EAGLE DISTRIBUTING CO INC, TN",84146,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,0,0.1,0
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,148,3.866667,38.275862
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,108,3,36
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,48,1.183333,40.56338
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,29,0.55,52.727273
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,13,0.066667,195
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW SMASHVILLE 6 % 24/12 AL CAN 4/6 TRAY,108G4S6,9,0.2,45
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,6,0.25,24
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW SMASHVILLE 6 % 24/16 AL CAN,108G16S,1,0.3,3.333333
TN,"EAGLE DISTR. OF MEMPHIS LLC, TN",54153,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,0.216667,0
TN,"TRISTAR BEVERAGE LLC, TN",64113,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,50,2.516667,19.86755
TN,"TRISTAR BEVERAGE LLC, TN",64113,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,32,1.433333,22.325581
TN,"TRISTAR BEVERAGE LLC, TN",64113,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,31,0.333333,93
TN,"TRISTAR BEVERAGE LLC, TN",64113,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,7,1,7
TN,"TRISTAR BEVERAGE LLC, TN",64113,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,7,0.566667,12.352941
TN,"TRISTAR BEVERAGE LLC, TN",64113,WW SMASHVILLE 6 % 1/6 BARREL SV,108G970,1,0.016667,60
TN,"TRISTAR BEVERAGE LLC, TN",64113,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.233333,0
TN,"TRISTAR BEVERAGE LLC, TN",64113,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,0,0.433333,0
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,47,0.183333,256.363636
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,30,2.183333,13.740458
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,10,0.166667,60
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,8,0.033333,240
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW FREAK OF NAT 9% 24/12 NRLN 6/4 EM,105I64S,7,0.033333,210
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW SMASHVILLE 6 % 24/16 AL CAN,108G16S,6,0.066667,90
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,3,0.033333,90
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,3,0.016667,180
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,3,0.716667,4.186047
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,2,0.016667,120
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW FREAK OF NAT 9% 1/2 BARREL SV,105I940,2,0,120
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW WATERMELON B 5 % 1/2 BARREL SV,10JU940,1,0,60
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,1,0,60
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,0.7,0
TN,"HOLSTON DISTRIBUTING CO, TN",74142,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.7,0
TN,"CENTRAL DISTRIBUTORS INC, TN",54139,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,21,0,1260
TN,"CENTRAL DISTRIBUTORS INC, TN",54139,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,15,0.083333,180
TN,"CENTRAL DISTRIBUTORS INC, TN",54139,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,14,0,840
TN,"CENTRAL DISTRIBUTORS INC, TN",54139,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,8,0.5,16
